district|block|cluster|klpid|schoolname|disecode
 ramanagara        | magadi             | motaganahalli             |34445| G LPS HOSAPALYA                                            |29320516204
 ramanagara        | magadi             | narasandra                |34600| G LPS ALADAKATTE                                           | 
 ramanagara        | magadi             | narasandra                |34172| G LPS THIMMASANDRA                                         | 
 ramanagara        | magadi             | sankighatta               |34270| G HPS RASTHEPALYA                                          | 
 ramanagara        | magadi             | sankighatta               |34273| G LPS HOSAHALLIPALYA                                       | 
 ramanagara        | magadi             | sankighatta               |34253| G UHPS LAYA                                                |29320501303
 ramanagara        | ramanagara         | bannikuppe                |34987| G LPS BYALAKULIDODDI                                       | 
 ramanagara        | ramanagara         | bannikuppe                |34989| G LPS CHAKKAREDODDI                                        | 
 ramanagara        | ramanagara         | byramangala               |35014| G LPS CHIKKABYRAMANGALA                                    | 
 ramanagara        | ramanagara         | lakshmipura               |34890| G LPS VADDARADODDI                                         |29320601702
 ramanagara        | ramanagara         | manchanayakanahalli       |35071| G LPS HIREHALLI                                            |29320605301
 ramanagara        | ramanagara         | mayaganahalli             |34301| ASHRAM A SHALE BASAVANAPURA                                |29320603604
 ramanagara        | ramanagara         | mayaganahalli             |34320| G LPS DASAPPANADODDI BANDE                                 |29320605703
 ramanagara        | ramanagara         | mayaganahalli             |34321| G LPS KARIYAPPANADODDI                                     | 
 ramanagara        | ramanagara         | sugganahalli              |34949| G LPS GADAGAYYANADODDI                                     |29320810905
 ramanagara        | ramanagara         | sugganahalli              |34955| G LPS THIRUMALAPURA                                        | 
 yadgiri           | shorapur           | devapur                   |38923| GOVT LPS SHIBERDANDDI(VENTPUR                              |29330822602
 yadgiri           | shorapur           | devapur                   |38908| URDU JAIBENCHI                                             |29330809902
 yadgiri           | shorapur           | maranal                   |38960| LPS MAVINAGIDADA TANDA                                     |29330823901
 yadgiri           | shorapur           | pethammapur               |38957| HPS SAGARNADU                                              |29330817403
 yadgiri           | yadgir             | gurmitkal                 |25661| GOVT LPS MUMINPURA GUM                                     |29331014105
