     district      |       block        |          cluster          | klpid |                        institution                         
 bangalore u south | south-4            | dodda kannahalli          | 32198 | GKLPS MULLURCOLONY
 bangalore u south | south-3            | ejipura                   | 32269 | GKLPS MESTRIPALYA (MADIVALA)
 chamarajanagara   | kollegala          | kamagere                  |  6827 | GHPS KAMAGERE
 chamarajanagara   | gundlupet          | terakanambi               |  6738 | GHPS GURUVINA PURA
 dharwad           | dharwad            | uppina betageri           | 35434 | HPS KALLUR
 chamarajanagara   | kollegala          | kollegal-1                |  6865 | GHPS SURAPURA
 chamarajanagara   | kollegala          | kothanur                  |  6858 | GHPS THELLUNUR
 chamarajanagara   | kollegala          | kothanur                  |  6856 | GHPS PALYA
 chamarajanagara   | kollegala          | kothanur                  |  6853 | GHPS GUNDE GALA
 chamarajanagara   | kollegala          | kunthur                   |  6847 | GHPS THERAMBALLI
 chamarajanagara   | kollegala          | kunthur                   |  6842 | GMHPS MULLUR
 chamarajanagara   | chamaraja nagar    | arakala vadi              | 31102 | GHPS YANAGALLI
 chitradurga       | chitradurga        | d.s.halli                 | 12049 | GHPS NERENALA
 chitradurga       | challakere         | dodderi                   | 12425 | HPS KENCHAVEERANAHALLY
 mysore            | hunsur             | rathnapuri colony         | 33466 | GKHPS SANJIVI NAGARA
 bangalore u north | north-3            | vasanthnagar              | 33141 | GKLPS RAJBHAVAN ROAD
 bidar             | humnabad           | dubalgundi                |  5457 | GOVT LPS DUBLGUNDI (W)
 bidar             | humnabad           | humnabad (south)          |  5486 | GOVT HPS HOUSING BOARD COLONY
 bidar             | humnabad           | humnabad (south)          |  5492 | GOVT LPS ASHRAY COLONY HUMNABD
 bidar             | humnabad           | mannaekheli urdu          |  5503 | GOVT URDU LPS AIP NAGANKERA
 bidar             | humnabad           | manna-ekhelli             |  5497 | GOVT LPS MANGALGIWADI
 bidar             | humnabad           | manna-ekhelli             |  5501 | GLPS MERAJ COLONY MANNAEKHELLI
 gulbarga          | chittapur          | kollur                    | 14338 | GOVT HPS SHAMAPURA HALLI
 gulbarga          | gulbarga south     | sharan sirasagi           | 14470 | GOVT HPS KOLLUR
 raichur           | lingasugur         | roadlabanda               | 23953 | GHPS HIREUPPERI
 raichur           | sindhanur          | jalihal                   | 24529 | GHPS DURGA CAMP
 chitradurga       | hosadurga          | madadakere                | 31032 | GHPS NAKIKERE
 chitradurga       | hosadurga          | madadakere                | 29805 | GHPS RANGAVVANAHALLI
 bangalore u south | south-3            | dommaluru                 | 33128 | GKLPS ASHOKNAGAR
 chitradurga       | chitradurga        | m.k.hatti                 | 29827 | GHPS ECHALANAGENAHALLY M.K.H
 ramanagara        | kanakapura         | hukunda( d. gollahalli)   | 31743 | GKLPS BAREKALDODDI
 bangalore u south | anekal             | byagadadena halli         | 32399 | GKLPS KOONMADIVALA
 bangalore u north | north-4            | hunsemaranahalli          | 32478 | GKLPS SUGGATTA
 chamarajanagara   | gundlupet          | bommalapura               |  6706 | GHPS YAYIYUR
 kolar             | srinivasapur       | gownipalli                | 30792 | GLPS SRIRAMPUR
 bangalore u south | south-3            | urdu1                     | 33133 | GUHPS ARAB LANE
 bangalore u south | south-4            | jodihuskar                | 33359 | GKLPS THIRUMENAHALLI
 ramanagara        | kanakapura         | hukunda( d. gollahalli)   | 31733 | GKLPS CHIKKOPPA
 bijapur           | indi               | salotagi                  | 28579 | GOVTk LPS HARAWAL VASTI SALOTAGI
 bangalore u north | north-4            | hesargatta                | 32371 | GKLPS DASENAHALLI
 bijapur           | muddebihal         | talikoti                  | 28723 | GOVT HPS BOLAWAD
 chitradurga       | chitradurga        | m.k.hatti                 | 12114 | GHPS KODAYYANAHATTI
 bagalkot          | badami             | kotikal                   |  1981 | GOVT HPS LINGAPUR
 bagalkot          | badami             | kagalgomba                | 30080 | GKBHPS KAGALGOMB
 chitradurga       | hosadurga          | hosdurga town             | 30131 | GHPS NAGENAHALLI
 ramanagara        | magadi             | kuduru                    | 34520 | G LPS BASAVANAGUDIPALYA
 bijapur           | bijapur  rural     | babanagar                 | 30066 | GMPS KANAMADI
 bangalore u north | north-3            | vasanthnagar              | 33146 | GULPS VACCIN INSTITUTION
 bellary           | hadagali           | hire hadagali             |  3262 | GHPS BIRABBI
 bellary           | hadagali           | kathe bennur              |  3264 | GHPS BYALAHUNSI
 bellary           | hadagali           | kathe bennur              |  3266 | GMHPS HIREBANNIMATTI
 bellary           | hadagali           | nagathi basapura          | 31120 | GHPS SIVALINGANA HALLI
 bellary           | hospet             | s.n.pet  kampli           | 30007 | GHPS GOPALAPURAM
 bellary           | hospet             | s.n.pet  kampli           |  3633 | GLPS M D CAMP
 bellary           | kudligi            | alur                      |  3705 | GHPS    K.M.HALLI
 bellary           | kudligi            | nagaraja kottur           |  3807 | GHPS   DOOPADHA HALLI
 bellary           | siruguppa          | darur                     |  4141 | GLPS DARUR CROSS
 bellary           | siruguppa          | sirigeri                  | 30209 | GLPS  MALAPUR
 bellary           | siruguppa          | u hosalli                 | 30210 | GLPS    GANDHI GRAMA
 gulbarga          | chincholi          | chimmaidalai              | 30074 | GOVT HPS BEDAKPALLI
 gulbarga          | gulbarga north     | sonth                     | 30191 | GOVT  LPS SONAR TANDA
 gulbarga          | gulbarga north     | sonth                     | 30183 | GOVT LPS MARAMANCHI
 raichur           | lingasugur         | kalapur                   | 23968 | GHPS SHILAHALLI(TUGALI)
 yadagiri          | shorapur           | devapur                   | 30178 | GLPS MUSTURDODDI
 bangalore u south | south-3            | wilson garden             | 33116 | GKLPS GULBARGA SLUM
 kolar             | k g f              | dasarahosahalli           | 18585 | GHPS DODDA CHINNAPALLI
 ramanagara        | kanakapura         | hunasanahalli             | 31893 | GKLPS ERALAPODU
 ramanagara        | kanakapura         | herindyapanahalli         | 31771 | GKLPS CHAMUNDIPURA
 ramanagara        | kanakapura         | dodda muduvadi            | 31774 | GKLPS SIDDENAHALLI
 chamarajanagara   | hanur              | m.m.hills                 | 30100 | GHPS MANAGALLI
 ramanagara        | kanakapura         | dodda muduvadi            | 31779 | GKLPS BELAGULI
 ramanagara        | kanakapura         | dodda maralavadi          | 31778 | GKLPS VADDARAKUPPE
 chitradurga       | chitradurga        | madakaripura              | 12026 | GHPS BACHABORANAHATTI
 ramanagara        | kanakapura         | anedoddi                  | 31785 | GKLPS YARRE HALLI
 bangalore u south | anekal             | sab mangala               | 33421 | GKLPS S MADIVALA
 ramanagara        | kanakapura         | hukunda( d. gollahalli)   | 31749 | GKLPS THERIGEDODDI
 ramanagara        | kanakapura         | herindyapanahalli         | 31766 | GKLPS ARALAGADAKALU
 bangalore u north | north-1            | chikkabidara kallu        | 32154 | GKLPS CHANNANAYAKANAPALYA
 bangalore u south | anekal             | atthibele                 | 32226 | GKLPS KODALIPURA
 ramanagara        | kanakapura         | herindyapanahalli         | 31777 | GKLPS MARISIDDEGOWDANADODDI
 ramanagara        | kanakapura         | anedoddi                  | 31780 | GKLPS GARE PALYA
 bangalore u south | south-1            | tavarekere                | 32247 | GKLPS VARTHURU (TAVAREKERE)
 ramanagara        | magadi             | kuduru                    | 34513 | G LPS MANDANIPALYA
 ramanagara        | magadi             | kuduru                    | 34514 | G LPS JAGGANAPALYA
 ramanagara        | magadi             | kuduru                    | 34515 | GLPS K ODIHALLI COLONY
 ramanagara        | magadi             | kuduru                    | 34517 | G LPS BYRAPURA
 bijapur           | sindagi            | mulasavalagi              | 30194 | GOVT KBHPS SOMAPUR
 bijapur           | sindagi            | kondaguli                 | 29747 | GOVT LPS KONDAGULI HOSUR
 bijapur           | chadachan          | baradol                   | 29331 | GOVT HPS DEVARNIMBARAGI
 kolar             | srinivasapur       | gownipalli                | 29994 | GHPS NAKKALAGADDA
 chamarajanagara   | gundlupet          | hundipura                 |  6794 | GHPS KALI GOWDAN HALLI
 bangalore u south | south-3            | urdu1                     | 33121 | GULPS VINAYAKANAGAR
 bangalore u south | south-3            | urdu1                     | 33136 | GULPS JOGUPALYA
 bangalore u south | south-3            | urdu1                     | 33113 | GUHPS V V PURAM
 chikkaballapura   | sidlaghatta        | ergappanahalli            | 30017 | GHPS S.DEVAGANAHALLI
 ramanagara        | magadi             | kuddur                    | 34509 | G ULPS BYRANADURGA
 ramanagara        | magadi             | kuddur                    | 34516 | G ULPS GOLLAHALLI
 ramanagara        | magadi             | kuduru                    | 34518 | G LPS VENTAYYANAPALYA
 ramanagara        | magadi             | kuduru                    | 34526 | G LPS GOLLAHALLI
 ramanagara        | magadi             | soluru                    | 34527 | G LPS KEMPACHIKKANAHALLI
 ramanagara        | magadi             | soluru                    | 34528 | G LPS CHIKKENAHALLI
 bangalore u north | north-3            | k.b.sandra                | 33152 | GKLPS SHAMPURA
 bangalore u north | north-3            | k.b.sandra                | 33151 | GKLPS ASHOK NAGAR
 chitradurga       | challakere         | renukapura                | 29781 | GLPS MODURU
 chitradurga       | holalkere          | echagatta                 | 12975 | GHPS B.G HALLI
 bagalkot          | badami             | hebballi                  |  1912 | GOVT HPS MANNERI
 chitradurga       | chitradurga        | sirigere                  | 11949 | GHPS VADDARASIDDAPPANAHALLI
 chikkaballapura   | chikkaballapur     | vaddrapalya               | 29723 | GHPS AREKERE
 bangalore u north | north-4            | maralu kunte              | 33196 | GKLPS M. HOSAHALLI
 bellary           | hospet             | kariganur                 |  3604 | GHPS INGALIGI
 bellary           | kudligi            | chikka jogi halli         |  3732 | GHPS GUNDA MUNUGU
 bellary           | kudligi            | nagarakatte               |  3685 | GHPS NAGARA KATTE
 bidar             | bhalki             | warwatti (b)              |  5145 | GOVT LPS BAJOLAGA
 bidar             | bidar              | manhalli                  |  5329 | GOVT HPS URDU BHANGOOR
 bidar             | bidar              | rajgira                   |  5332 | GLPS KALENAGAR MARKUNDA
 gulbarga          | aland              | hodalur                   | 13628 | GOVT HPS GADLEGAON
 gulbarga          | chincholi          | chincholi urdu            | 30075 | GOVT HPS URDU POLAKPALLI
 koppal            | gangavathi         | karatagi                  | 30051 | GHPS NAGANAKAL
 raichur           | sindhanur          | gorebal                   | 24534 | GHPS GANESH CAMP
 chamarajanagara   | chamaraja nagar    | chamarajanagar - i        | 30198 | GHPS KALANAHUNDI
 bangalore u north | north-3            | k.b.sandra                | 33156 | GKLPS VENKATESHPURA
 bangalore u north | north-3            | k.b.sandra                | 33159 | GULPS KG HALLI
 bangalore u north | north-3            | k.b.sandra                | 33153 | GTLPS ASHOK NAGAR
 bagalkot          | jamakhandi         | hulyal                    |  2829 | GOVT L.P.S.INAM HANCHANALRC)
 bangalore u south | south-1            | kagglipura                | 32737 | GKLPS SALUHUNASE
 bangalore u north | north-1            | chikkabidara kallu        | 32155 | GKLPS GANGONDANAHALLI COLONY
 bangalore u south | anekal             | sarjapura                 | 32955 | GKLPS INDLABELE
 bangalore u south | anekal             | sarjapura                 | 32956 | GKLPS KOTIGANAHALLI
 bangalore u south | south-2            | chamarajpete              | 32131 | GTLPS CHAMARAJPET
 bangalore u north | north-1            | chikkabidara kallu        | 32156 | GKLPS MUNISWAMAPPA BADAVANE
 bagalkot          | badami             | kulageri cross            |  1889 | GOVT KBHPS KULAGERI
 chitradurga       | chitradurga        | turuvanur                 | 11891 | GHPS T.UPPARAHATTI
 chamarajanagara   | hanur              | maaralli                  |  7068 | GHPS GAJANOOR, HANUR VALAYA
 chitradurga       | chitradurga        | turuvanur                 | 11903 | GHPS HAKYAL
